chromosome	start	end	entrezid
8	102374022	102384935	83955
3	138722804	138725110	729627
12	113344582	113369990	4938
HSCHR6_MHC_SSTO	31676384	31679581	80740
8	11653082	11696818	2222
3	11313995	11599139	10533
6	135238528	135271260	64577
17	8706041	8770994	146850
17	67240452	67323385	23461
6	43193367	43197222	10591
10	23216953	23326518	219681
2	201675317	201688569	9689
17	72690452	72709117	146722
5	85578278	85592281	285622
21	33964389	33985176	56683
17	32687347	32690250	6346
2	114368079	114384667	118433
15	27216429	27778373	2567
22	17597189	17602257	27439
8	11197146	11225961	157739
10	90639491	90734910	57559
6	31637944	31641553	58496
8	141667999	142012315	5747
15	65107831	65117867	80119
4	154622652	154626851	7097
3	160801671	160823172	8706
HSCHR6_MHC_QBL	33188277	33196019	5863
6	36210980	36276372	285848
7	107663993	107770801	22798
17	32901142	32906388	400591
19	40170014	40177013	400696
3	138724648	139076065	56945
6	146348782	146758734	2911
5	133541305	133706738	51265
6	41068761	41108571	221442
7	99245817	99277621	1577
4	148653214	148993931	79658
6	111368071	111368724	442245
11	104813593	104840163	837
11	8968841	8986558	56674
19	18390563	18392432	3727
17	37356536	37360980	6143
11	65360326	65363467	10089
17	32907768	32966337	124842
11	57508825	57510986	280636
12	54673977	54680872	3178
6	137464968	137494785	116379
X	1581465	1656000	286530
4	154631277	154681387	285533
13	25254549	25285921	479
3	171318195	171528740	5337
2	175260458	175294303	79634
HSCHR6_MHC_SSTO	31684774	31688353	23564
2	119599747	119605254	2019
19	18417040	18434084	25804
19	41349443	41356352	1548
HG1308_PATCH	130146082	130332402	26958
17	79091095	79139877	9625
19	40325098	40337054	2091
11	2949503	2950685	7262
6	41176292	41190382	340206
11	62931248	62997124	387601
16	28857921	28885526	25970
12	125549925	125627873	65985
6	150070579	150132556	5110
HSCHR6_MHC_QBL	32218297	32297155	10665
6	99845927	99873207	25957
9	123587106	123616651	253039
12	117645947	117889975	4842
4	141541919	141677274	23158
X	1710486	1721407	8227
2	86362993	86363129	692225
16	96407	103628	51728
6	41215107	41217387	221438
19	55361898	55378662	3812
15	92937058	93011958	8128
17	48248789	48258539	373861
1	44457031	44462200	149473
16	70010200	70099851	283970
5	125695824	125832186	65983
6	26383324	26395102	10385
9	5765076	5833117	79956
7	142919130	142920162	259286
1	148555979	148596267	284565
16	103010	107669	79622
17	45726842	45762871	3837
1	43232940	43263968	79078
19	46498339	46524576	729440
6	24705089	24721064	81688
11	65365226	65382853	4296
10	124608594	124639157	196792
19	18451397	18480760	54858
6	6346698	6623004	285780
2	44395108	44471523	5495
1	202995626	203047868	8497
2	70523107	70529222	84908
1	40505905	40538321	10487
15	28000021	28344504	4948
8	86568695	86575726	254958
3	155755490	156256545	7881
2	171669723	171717661	2571
7	62693413	62694623	5260
11	104864962	104893895	838
HSCHR6_MHC_QBL	32318107	32332375	56244
7	142941186	142967947	373156
8	86999552	87166457	245972
X	1733894	1761974	438
1	157098154	157098463	360155
19	41430124	41456565	1556
9	124207269	124262306	2681
6	39297766	39693181	221458
1	203698709	203698833	677843
10	87359312	88126250	2894
7	62751896	62764434	643955
22	17618401	17646177	27440
19	18485541	18499986	9518
11	49092304	49092552	114799
7	150065278	150071133	29803
20	3639939	3644046	64096
11	9002123	9025596	56675
1	45965725	45976739	25974
18	47793252	47808144	4152
6	49936390	49937338	245927
X	118892576	118894164	347454
20	44650356	44688784	57468
10	124670217	124672627	118670
X	118920467	118925606	6170
10	121334199	121356541	7073
4	154701744	154710272	6423
1	248153569	248154506	26247
6	155153831	155578857	26230
6	49976851	49989694	245913
4	56686169	56703548	644145
15	51973550	52013223	29106
4	145567173	145666423	64399
6	114225302	114242806	285759
2	29005383	29073477	245711
1	15442448	15478960	200197
16	108058	126354	64285
9	129849611	129885162	23452
2	63271057	63275775	100132215
6	36283534	36304662	389384
5	140894583	140998622	1729
6	7986730	7988425	206426
19	18501954	18508427	126364
1	248285234	248286184	388762
6	8652370	8654079	728655
3	39508689	39570970	4336
8	87060602	87100850	85481
HSCHR6_MHC_QBL	29011990	29013017	26692
HSCHR6_MHC_DBB	30121295	30130785	89870
11	63137261	63177766	114571
2	102313312	102511149	9448
HSCHR6_MHC_QBL	29053987	29055092	442184
2	38302791	38408997	285154
19	46522411	46526323	8993
17	46985731	47006418	65264
1	45976708	45988719	5052
7	139993493	140104233	84255
6	50011288	50016364	245915
8	145736667	145743229	9401
11	532242	537287	3265
5	68389473	68426896	64924
HSCHR6_MHC_QBL	29079675	29080610	442186
15	95976324	96051076	145820
22	24981588	24989175	388886
1	248881947	248885506	646627
HSCHR6_MHC_QBL	29141323	29142363	26707
6	137518621	137540586	3459
11	2965667	3013607	4676
HG1308_PATCH	130332302	130351086	114960
HSCHR6_MHC_MCF	33338586	33342580	7922
HSCHR6_MHC_QBL	32365090	32370300	3122
2	225243415	225266802	79843
X	48911101	48927509	90060
6	50681541	50740701	83741
19	46543006	46580376	444882
11	65383244	65404910	399909
12	69979114	69995350	10576
HSCHR6_MHC_QBL	29384966	29408622	442194
1	43272723	43282954	374969
5	127276118	127418864	644873
X	2137557	2420846	207063
19	7696497	7698634	126006
2	113864791	113891593	3557
16	67691415	67694713	65057
19	46623328	46627931	388555
HSCHR6_MHC_QBL	29393173	29424735	26531
2	147345012	147346878	728773
6	10429488	10435107	221718
2	67624451	67637677	54465
1	16160560	16174642	729614
17	43471275	43511787	201176
19	41381344	41388657	1549
19	41381344	41388657	1548
20	3648612	3662893	80332
4	155153399	155412930	54798
14	64319683	64693165	23224
14	77228532	77249354	22846
11	49580098	49831971	440040
2	119699742	119752236	8685
HSCHR6_MHC_QBL	29424845	29431993	26716
10	48736874	48827966	653129
10	48736874	48827966	26095
21	34001069	34100359	8867
11	57510986	57519253	643376
5	96211643	96255420	64167
6	146864829	146876101	10981
X	2404455	2419008	9189
4	73921797	73935472	285521
14	19377522	19378606	440153
21	46419122	46424642	378825
10	119805790	119969663	255082
4	141780961	142134031	57484
22	25115001	25170687	440822
14	47311134	48143999	161357
12	57106212	57125412	4666
11	64494383	64512928	10235
1	179833916	179834311	163590
HSCHR6_MHC_QBL	31910261	31917261	7936
1	44457172	44497139	6536
HSCHR6_MHC_QBL	29454362	29455626	116511
1	43282795	43310660	114625
14	19553365	19590078	728378
14	19553365	19590078	445582
14	19553365	19590078	404785
4	114135137	114138326	441502
20	60962172	60963576	6227
19	7701767	7712759	6813
16	2012335	2012467	574042
11	9041071	9159661	57758
HSCHR6_MHC_SSTO	31688317	31697500	1192
16	2012974	2013107	26784
15	52015208	52043782	256586
17	48241575	48253292	6442
16	31579707	31580796	440359
14	90042560	90043821	29018
12	54410894	54429145	3222
2	68268262	68338080	10438
17	37366789	37382125	342667
16	2014960	2015510	677844
7	36363830	36429734	23366
HSCHR6_MHC_MCF	33342783	33344972	7923
1	109642815	109643241	677766
18	21032787	21066567	8780
12	54452038	54516018	440101
5	154237113	154256353	9337
X	2609220	2659350	4267
6	18224099	18265054	7913
12	49950327	49961936	10445
1	53878821	53905693	163742
1	148739443	148758311	728936
12	54470622	54475687	100240735
X	48928813	48931730	11230
17	73163408	73179078	6612
17	73163408	73179078	6613
6	44214824	44221620	3326
11	63228876	63258666	117245
1	203052260	203055164	4656
13	25338290	25454059	56163
Y	9324922	9327689	7258
1	46016215	46035721	10327
16	31711911	31721097	100132341
2	27505260	27530307	57159
6	118822593	118824069	23629
1	16793931	16825752	114819
2	70674412	70781325	7039
11	2629558	2721224	10984
9	129986544	130155939	84253
16	2205024	2205106	26788
4	176415765	176417151	80746
9	5881596	6007901	158358
10	129347613	129350935	594857
6	33172419	33174608	7923
12	54475902	54496477	100240734
9	125642492	125642602	692206
11	2891263	2893335	55539
16	127006	135852	4350
6	43211418	43255997	84630
11	537527	554916	115399
11	2985001	2985123	677833
10	129535499	129539450	399823
8	87226281	87333375	157724
1	203059782	203136533	134
Y	19612838	19626898	340618
6	146920101	147136598	79747
3	62936105	63110738	285401
12	56598285	56615717	10193
10	129676105	129691211	119467
15	52043758	52108565	29767
11	65405568	65418401	6494
Y	9365489	9368291	728137
Y	9365489	9368291	7258
11	3239562	3244361	283303
11	104896170	104972158	834
17	33254878	33308097	10693
HSCHR6_MHC_QBL	32481203	32511820	3123
7	1509913	1545489	26173
2	87257800	87303536	285074
HSCHR6_MHC_QBL	33196314	33211013	6892
3	62384022	62861054	8618
19	41497204	41524303	1555
9	125871773	125877756	81571
12	112079950	112123790	8315
1	43312280	43318148	51058
22	25202236	25323545	129049
17	60501228	60527454	339175
1	203136939	203144941	4608
3	180320646	180588793	339829
11	3402191	3430208	650368
X	118967985	118986961	65109
10	115594488	115614142	9937
19	18529674	18545372	170463
1	16944751	16971178	84809
8	11973291	12008698	100132923
HSCHR6_MHC_MCF	33346636	33350863	6015
HSCHR6_MHC_QBL	32538584	32544863	3117
1	149553003	149553787	653598
1	149553003	149553787	653505
15	93014884	93044347	145858
6	31644461	31651817	80741
1	111023374	111033899	643160
19	42801185	42807698	5050
4	124317950	124324910	10252
9	5890802	5910606	2315
5	158875564	158893284	285627
8	11985616	11986807	392196
5	37288239	37371283	9631
12	75784850	75826468	144321
19	40353963	40440533	8857
X	101804893	101826623	55999
3	169482308	169482848	7012
15	93160673	93353114	400451
11	63273556	63284246	85329
1	111196182	111199662	3738
1	149754227	149764074	2210
1	149754227	149764074	2209
3	39850405	40301812	25924
6	125230239	125284185	7955
21	46707967	46711653	642852
8	38268656	38326352	2260
20	60963688	60982341	81928
10	124690419	124713919	80007
4	155456158	155471587	5356
3	125635463	125648867	100125556
6	52529946	52533953	730101
16	134273	188859	8131
4	125585207	125633887	57182
6	34759857	34850915	54887
10	88195013	88281572	23063
3	169657141	169684522	100128164
15	65134088	65160206	80301
1	203148059	203155877	1116
X	48929385	48958108	11152
22	17660194	17702879	51816
3	15193340	15247466	344875
HSCHR6_MHC_DBB	30839458	30858654	780
HSCHR6_MHC_QBL	29523310	29600897	2550
3	185361527	185542844	10644
10	102767440	102790890	79955
6	33176272	33180499	6015
11	3631131	3658789	7221
HSCHR3_1_CTG2_1	151462242	151489665	344752
7	150065879	150109558	285971
1	43391052	43424530	6513
2	95831177	95850065	7549
HSCHR6_MHC_COX	31752537	31762128	57819
4	145888264	146019693	10393
10	129705325	129884119	5791
5	68790040	69006341	653188
17	26205340	26221778	201229
21	46839631	46844985	378832
1	111822681	111828738	149620
17	73201754	73231853	79902
15	52121825	52239492	29766
2	197504278	197628214	284992
19	46646363	46664556	147920
11	1244296	1283406	727897
19	42806250	42814973	284338
6	150139934	150186199	84918
HSCHR6_MHC_MCF	33388442	33410197	6293
9	6011043	6015618	26953
11	129872833	129874251	440072
4	148999913	149365850	4306
3	138737873	138739768	389151
2	27530268	27531313	7349
17	48838390	48844918	55018
HSCHR6_MHC_QBL	32555534	32563145	3119
6	137813336	137815531	167826
X	2670091	2734539	7499
4	126237554	126414087	79633
1	161576081	161578007	3311
3	138760944	138763734	389152
4	142142041	142155851	27309
19	42817477	42829214	284339
HG1308_PATCH	130394889	130397715	136259
6	136172834	136516712	27115
6	13266774	13328815	51256
19	46733009	46734500	374918
17	35849937	35873603	11072
9	6215805	6257983	90865
14	91592769	91592897	100124539
2	29072687	29093167	55006
1	59096513	59097202	204
6	138188351	138204449	7128
HSCHR6_MHC_COX	31119738	31131037	5460
15	28356186	28567298	8924
20	60985293	61002589	140893
16	2389151	2476700	650655
15	93426526	93571237	1106
1	161653485	161655042	641311
15	65204101	65251042	348094
2	203141154	203141241	692110
10	75458909	75490245	729096
2	25956622	26101385	55252
1	17013834	17046652	284729
2	203156055	203156144	100113392
1	149754245	149783928	440689
2	203157772	203157859	692058
17	26368763	26523407	51701
10	35535953	35860852	219771
2	68350068	68384692	116143
6	36322419	36356164	51513
2	20646835	20649200	388
11	65421067	65430565	5970
3	139074442	139108574	9276
10	70715884	70744829	9188
2	225334867	225450110	8452
7	20866945	20867372	222901
10	75475601	75490227	9790
1	210404801	210407392	574036
1	149784826	149785236	653604
1	149784826	149785236	126961
16	67694849	67696681	50855
X	153194695	153200676	8260
1	40538379	40563375	5538
1	149804221	149811339	121504
1	149804221	149811339	8370
1	149804221	149811339	8368
1	149804221	149811339	8366
1	149804221	149811339	8367
1	149804221	149811339	8365
1	149804221	149811339	8364
1	149804221	149811339	8362
1	149804221	149811339	8363
1	149804221	149811339	8361
1	149804221	149811339	8360
1	149804221	149811339	8359
1	149804221	149811339	8294
1	59597608	59664293	729467
2	20760208	20850849	64342
8	87354967	87490649	11059
20	57414773	57486247	2778
15	52230222	52264003	123169
11	554855	560779	256329
10	115614420	115676953	374354
11	50246832	50254505	441601
4	119199864	119200978	100093630
4	119199864	119200978	677809
16	28889726	28915830	487
5	160358785	160365633	285629
12	113376157	113411054	4940
6	21665003	22214734	401237
9	6328349	6331900	89882
21	34106210	34144169	94104
3	128997671	129025029	56941
2	27532360	27548547	4358
HSCHR6_MHC_DBB	30142515	30171491	7726
HSCHR6_MHC_QBL	32637805	32643664	3118
22	25331077	25342662	255349
5	87803363	87986858	645323
HSCHR6_MHC_DBB	32602484	32612425	3119
1	211556145	211605878	84791
1	163214295	163291684	8490
19	46800303	46846690	64344
20	61038553	61051026	140628
1	203181955	203242769	1118
9	130210780	130210909	26783
15	41913422	42062141	23269
1	149811110	149812765	653604
1	149811110	149812765	126961
HSCHR6_MHC_SSTO	31697728	31720408	4439
2	175296966	175351822	151556
3	130745694	131069309	79858
4	119388745	119476483	645455
6	31654726	31671221	7920
1	149813505	149814478	8337
22	25348697	25593415	85379
2	101889398	101889511	692205
HSCHR6_MHC_QBL	31917249	31927920	6499
9	6413151	6507054	115426
19	42829761	42882921	1954
14	19983559	20020272	641455
1	22004791	22110099	84196
X	2746829	2800859	8908
17	37415384	37558776	84961
19	18545198	18549111	51477
1	149822643	149823191	8337
Y	26191376	26194166	253175
Y	26191376	26194166	9085
1	43610824	43622067	440585
16	202686	204502	3050
17	65373575	65693372	26207
19	40476912	40487348	5704
7	142977050	142985141	135932
7	36429415	36493400	54443
6	150204511	150219238	135250
12	66217911	66360075	8091
15	52244303	52358462	5597
1	149824181	149825836	653604
1	149824181	149825836	126961
8	145743376	145750557	9684
1	44584522	44600812	128209
8	12219527	12268510	100133172
HSCHR6_MHC_QBL	33211032	33214569	9278
9	130159421	130170703	29988
17	48260650	48278993	1277
HSCHR6_MHC_QBL	32652598	32660056	3120
16	203891	216767	3042
13	25457171	25497018	55835
15	100330361	100347132	196968
2	112656056	112787138	10461
8	12250718	12257875	245912
1	149825607	149832714	121504
1	149825607	149832714	8370
1	149825607	149832714	8368
1	149825607	149832714	8366
1	149825607	149832714	8367
1	149825607	149832714	8365
1	149825607	149832714	8364
1	149825607	149832714	8362
1	149825607	149832714	8363
1	149825607	149832714	8361
1	149825607	149832714	8360
1	149825607	149832714	8359
1	149825607	149832714	8294
22	25595817	25603330	1417
8	62490779	62492230	3856
8	12270336	12271882	349196
2	119913819	119916465	165257
4	182795591	183066402	90768
17	47006678	47022479	11267
1	165446078	165551392	400794
3	113005777	113160457	55779
14	92524896	92525877	4287
5	40832758	40832837	619564
4	146019084	146050331	6059
12	54519882	54526627	400043
7	150147718	150176480	155038
20	61147660	61167971	128826
10	124713897	124757029	118672
1	212526158	212526292	692157
19	41594377	41602100	1553
1	113466045	113466959	246182
6	25081548	25166793	8418
22	25615489	25627836	1415
1	43629846	43736607	10969
17	34261522	34270703	57151
HSCHR6_MHC_QBL	32718320	32735268	6891
15	52401460	52404972	10017
1	149856010	149858232	8349
HG544_PATCH	17631958	17659376	9200
16	222846	223709	3040
16	222846	223709	3039
14	20187174	20296531	390429
7	134671259	134832715	340351
X	153628622	153628756	26778
2	38814	46870	642273
HG104_HG975_PATCH	144915764	144923144	340371
3	134316643	134979309	2047
6	135281516	135424194	10767
20	3667617	3687775	6614
2	119981384	120023228	55240
5	131593364	131609147	8572
14	20215587	20216528	441669
14	20248401	20249516	441670
10	79734907	79789303	11128
1	203274619	203278730	7832
1	46049518	46084566	4678
14	20344391	20345468	390431
7	150211918	150218161	168537
1	149858525	149858961	8338
2	207026602	207026681	26798
HSCHR6_MHC_QBL	33215186	33225897	1616
14	20388741	20389818	79317
1	213025450	213031430	642946
1	44679127	44686353	55929
2	207026952	207027083	619569
22	25747385	25801344	91355
HG544_PATCH	17686124	17757913	8027
11	63304281	63313934	5920
14	20403767	20404842	79544
1	149859019	149859466	317772
9	131153740	131154295	81605
19	41620337	41634271	1572
12	112123857	112194903	80724
14	20443603	20444818	81127
6	33218049	33239824	6293
X	153996803	153996934	677817
12	75874460	75897633	11010
1	203309756	203320617	2331
14	20482419	20483352	122740
6	43263432	43273276	10864
4	128544426	128647892	27152
22	17840837	18037850	27443
X	154003273	154003401	677835
14	20502003	20502919	390433
22	22657589	22677203	96610
1	149859440	149872351	51027
6	7541808	7586950	1832
14	20528204	20529142	122742
12	121416346	121440315	6927
2	20866424	20873418	151449
10	90694831	90751147	59
15	52413117	52483566	10681
14	20585566	20586597	390436
11	64513861	64527769	5837
4	142557752	142655140	3600
14	20611895	20612821	390437
6	143072604	143266338	3097
11	63320242	63330855	54979
14	20665495	20666605	390439
20	61273797	61317137	28231
